date Tue Oct 08 12:30:36.905154 2024
Begin Triggerblock
27	 1728390639.504802	 1	 7E8	 Tx -	 8	 00	00	00	44	00	00	00	00
28	 1728390639.604804	 1	 7E8	 Tx -	 8	 00	00	00	B6	00	00	00	00
29	 1728390639.704805	 1	 7E8	 Tx -	 8	 00	00	00	2B	00	00	00	00
30	 1728390639.8048072	 1	 7E8	 Tx -	 8	 00	00	00	22	00	00	00	00
31	 1728390639.904809	 1	 7E8	 Tx -	 8	 00	00	00	78	00	00	00	00
32	 1728390640.0048108	 1	 7E8	 Tx -	 8	 00	00	00	2A	00	00	00	00
33	 1728390640.104813	 1	 7E8	 Tx -	 8	 00	00	00	2F	00	00	00	00
34	 1728390640.204815	 1	 7E8	 Tx -	 8	 00	00	00	D0	00	00	00	00
35	 1728390640.304816	 1	 7E8	 Tx -	 8	 00	00	00	06	00	00	00	00
36	 1728390640.404818	 1	 7E8	 Tx -	 8	 00	00	00	09	00	00	00	00
37	 1728390640.5048199	 1	 7E8	 Tx -	 8	 00	00	00	D7	00	00	00	00
38	 1728390640.6048222	 1	 7E8	 Tx -	 8	 00	00	00	40	00	00	00	00
39	 1728390640.704823	 1	 7E8	 Tx -	 8	 00	00	00	38	00	00	00	00
40	 1728390640.804825	 1	 7E8	 Tx -	 8	 00	00	00	B3	00	00	00	00
41	 1728390640.904827	 1	 7E8	 Tx -	 8	 00	00	00	53	00	00	00	00
42	 1728390641.004829	 1	 7E8	 Tx -	 8	 00	00	00	AA	00	00	00	00
43	 1728390641.104831	 1	 7E8	 Tx -	 8	 00	00	00	C7	00	00	00	00
44	 1728390641.204833	 1	 7E8	 Tx -	 8	 00	00	00	A1	00	00	00	00
45	 1728390641.3048341	 1	 7E8	 Tx -	 8	 00	00	00	62	00	00	00	00
46	 1728390641.404836	 1	 7E8	 Tx -	 8	 00	00	00	43	00	00	00	00
47	 1728390641.504838	 1	 7E8	 Tx -	 8	 00	00	00	A7	00	00	00	00
48	 1728390641.60484	 1	 7E8	 Tx -	 8	 00	00	00	97	00	00	00	00
49	 1728390641.7048419	 1	 7E8	 Tx -	 8	 00	00	00	72	00	00	00	00
50	 1728390641.8048432	 1	 7E8	 Tx -	 8	 00	00	00	EA	00	00	00	00
51	 1728390641.904845	 1	 7E8	 Tx -	 8	 00	00	00	B8	00	00	00	00
52	 1728390642.0048468	 1	 7E8	 Tx -	 8	 00	00	00	5D	00	00	00	00
53	 1728390642.104849	 1	 7E8	 Tx -	 8	 00	00	00	8E	00	00	00	00
54	 1728390642.204851	 1	 7E8	 Tx -	 8	 00	00	00	BE	00	00	00	00
55	 1728390642.304852	 1	 7E8	 Tx -	 8	 00	00	00	4D	00	00	00	00
56	 1728390642.404854	 1	 7E8	 Tx -	 8	 00	00	00	69	00	00	00	00
57	 1728390642.5048559	 1	 7E8	 Tx -	 8	 00	00	00	2A	00	00	00	00
58	 1728390642.6048582	 1	 7E8	 Tx -	 8	 00	00	00	02	00	00	00	00
59	 1728390642.70486	 1	 7E8	 Tx -	 8	 00	00	00	68	00	00	00	00
60	 1728390642.804861	 1	 7E8	 Tx -	 8	 00	00	00	19	00	00	00	00
61	 1728390642.904863	 1	 7E8	 Tx -	 8	 00	00	00	85	00	00	00	00
62	 1728390643.004865	 1	 7E8	 Tx -	 8	 00	00	00	EA	00	00	00	00
63	 1728390643.104867	 1	 7E8	 Tx -	 8	 00	00	00	0F	00	00	00	00
64	 1728390643.204869	 1	 7E8	 Tx -	 8	 00	00	00	4D	00	00	00	00
65	 1728390643.3048701	 1	 7E8	 Tx -	 8	 00	00	00	70	00	00	00	00
66	 1728390643.404872	 1	 7E8	 Tx -	 8	 00	00	00	4F	00	00	00	00
67	 1728390643.504874	 1	 7E8	 Tx -	 8	 00	00	00	FE	00	00	00	00
68	 1728390643.604876	 1	 7E8	 Tx -	 8	 00	00	00	1A	00	00	00	00
69	 1728390643.7048779	 1	 7E8	 Tx -	 8	 00	00	00	D5	00	00	00	00
70	 1728390643.8048792	 1	 7E8	 Tx -	 8	 00	00	00	25	00	00	00	00
71	 1728390643.904892	 1	 7E8	 Tx -	 8	 00	00	00	9A	00	00	00	00
72	 1728390644.004894	 1	 7E8	 Tx -	 8	 00	00	00	E3	00	00	00	00
73	 1728390644.104896	 1	 7E8	 Tx -	 8	 00	00	00	48	00	00	00	00
74	 1728390644.2048979	 1	 7E8	 Tx -	 8	 00	00	00	B1	00	00	00	00
75	 1728390644.304899	 1	 7E8	 Tx -	 8	 00	00	00	B3	00	00	00	00
76	 1728390644.404901	 1	 7E8	 Tx -	 8	 00	00	00	D6	00	00	00	00
77	 1728390644.5049028	 1	 7E8	 Tx -	 8	 00	00	00	8A	00	00	00	00
78	 1728390644.6049051	 1	 7E8	 Tx -	 8	 00	00	00	2E	00	00	00	00
79	 1728390644.704907	 1	 7E8	 Tx -	 8	 00	00	00	C4	00	00	00	00
80	 1728390644.804909	 1	 7E8	 Tx -	 8	 00	00	00	23	00	00	00	00
81	 1728390644.90491	 1	 7E8	 Tx -	 8	 00	00	00	FF	00	00	00	00
82	 1728390645.004912	 1	 7E8	 Tx -	 8	 00	00	00	3E	00	00	00	00
83	 1728390645.104914	 1	 7E8	 Tx -	 8	 00	00	00	31	00	00	00	00
84	 1728390645.204916	 1	 7E8	 Tx -	 8	 00	00	00	10	00	00	00	00
85	 1728390645.304918	 1	 7E8	 Tx -	 8	 00	00	00	E7	00	00	00	00
86	 1728390645.404919	 1	 7E8	 Tx -	 8	 00	00	00	B6	00	00	00	00
87	 1728390645.504921	 1	 7E8	 Tx -	 8	 00	00	00	04	00	00	00	00
88	 1728390645.604923	 1	 7E8	 Tx -	 8	 00	00	00	6A	00	00	00	00
89	 1728390645.704925	 1	 7E8	 Tx -	 8	 00	00	00	26	00	00	00	00
90	 1728390645.8049262	 1	 7E8	 Tx -	 8	 00	00	00	26	00	00	00	00
91	 1728390645.904928	 1	 7E8	 Tx -	 8	 00	00	00	CE	00	00	00	00
92	 1728390646.00493	 1	 7E8	 Tx -	 8	 00	00	00	A9	00	00	00	00
93	 1728390646.104932	 1	 7E8	 Tx -	 8	 00	00	00	1C	00	00	00	00
94	 1728390646.204934	 1	 7E8	 Tx -	 8	 00	00	00	9D	00	00	00	00
95	 1728390646.304935	 1	 7E8	 Tx -	 8	 00	00	00	C6	00	00	00	00
96	 1728390646.404937	 1	 7E8	 Tx -	 8	 00	00	00	CA	00	00	00	00
97	 1728390646.5049388	 1	 7E8	 Tx -	 8	 00	00	00	0C	00	00	00	00
98	 1728390646.6049411	 1	 7E8	 Tx -	 8	 00	00	00	30	00	00	00	00
99	 1728390646.704943	 1	 7E8	 Tx -	 8	 00	00	00	35	00	00	00	00
100	 1728390646.804944	 1	 7E8	 Tx -	 8	 00	00	00	EB	00	00	00	00
End TriggerBlock
